"Employee_ID","Joining_Year","Age","Business_Travel","Daily_Rate","Department","Distance_From_Home","Education","Environment_Satisfaction","Gender","Hourly_Rate","Job_Involvement","Job_Satisfaction","Marital_Status","Monthly_Income","Monthly_Rate","Num_Companies_Worked","Overtime","Percent_Salary_Hike","Performance_Rating","Relationship_Satisfaction","Stock_Option","Total_Working_Years","Training_Times_Last_Year","Work_Life_Balance","Years_At_Company","Years_In_Role","Years_Since_Promotion","Years_With_Manager","Attrition","Leaving_Year","Reason","Relieving_Status","Office_Code","Job_Level"
101513,2016,36,1,429,"Delivery",2,"Diploma",3,"Female",53,3,2,"Single",5410,2323,9,1,11,3,4,0,18,2,3,6,5,2,5,0,NA,NA,NA,"BOS",2
101514,2016,36,1,257,"HR",15,"Masters",2,"Male",81,3,1,"Single",12957,25321,0,1,14,3,1,0,17,2,3,6,3,3,4,0,NA,NA,NA,"VAN",3
101515,2016,31,1,289,"HR",9,"Doctorate",1,"Male",53,3,3,"Married",2433,15186,2,1,16,3,1,0,6,2,2,2,1,1,1,1,2018,"return to school","Voluntary","MKM",1
101516,2016,49,1,470,"Product",20,"Doctorate",3,"Female",96,3,1,"Married",6567,5549,1,0,14,3,3,0,16,2,2,6,4,2,4,0,NA,NA,NA,"BOS",2
101517,2016,41,1,663,"HR",10,"Doctorate",3,"Female",94,3,2,"Married",17352,5378,1,0,13,3,3,0,23,3,3,6,3,3,2,0,NA,NA,NA,"MKM",4
101518,2016,29,1,806,"Corporate Functions",7,"Bachelors",2,"Female",39,3,3,"Divorced",3339,17285,3,1,13,5,1,2,10,2,3,3,3,3,3,1,2019,"return to school","Voluntary","CAL",1
101519,2016,43,1,811,"Marketing",5,"Bachelors",1,"Male",81,2,3,"Married",19253,22619,6,0,13,3,3,0,22,2,3,6,4,2,5,0,NA,NA,NA,"PHL",4
101520,2017,26,1,940,"Marketing",5,"Bachelors",3,"Male",47,2,3,"Single",5751,8410,0,0,12,3,2,0,8,0,3,3,3,3,2,1,2020,"return to school","Voluntary","PHL",2
101521,2017,42,1,1109,"HR",6,"Doctorate",3,"Female",69,2,1,"Married",4432,21018,6,1,19,3,1,2,15,2,3,5,4,1,2,0,NA,NA,NA,"NYC",1
101522,2017,53,1,413,"Product",16,"Diploma",1,"Male",77,3,1,"Single",4823,4741,7,0,17,5,1,2,6,2,3,2,2,2,1,1,2019,"career change","Voluntary","MKM",1
101523,2017,39,1,903,"Marketing",19,"Doctorate",2,"Female",61,2,3,"Married",12520,8515,2,0,14,3,1,0,16,2,2,5,3,3,2,0,NA,NA,NA,"VAN",3
101524,2017,27,1,733,"HR",7,"Bachelors",2,"Female",68,3,2,"Divorced",2648,17152,1,1,12,3,2,0,5,2,3,2,1,1,1,1,2019,"medical issues","Voluntary","VAN",1
101525,2017,35,1,386,"Product",13,"Doctorate",3,"Female",86,1,3,"Divorced",5143,10381,1,0,20,3,1,0,12,3,2,5,4,3,3,0,NA,NA,NA,"MKM",2
101526,2017,34,1,400,"HR",2,"Diploma",2,"Female",97,3,3,"Married",6670,6054,1,0,11,3,3,0,14,2,3,5,4,2,4,0,NA,NA,NA,"NYC",2
101527,2017,35,1,1408,"Sales",17,"Masters",3,"Male",62,3,3,"Married",6672,4917,0,0,16,3,1,1,17,2,2,5,3,1,4,0,NA,NA,NA,"PHL",2
101528,2017,30,1,1063,"Product",1,"Doctorate",3,"Female",54,3,2,"Single",2296,8315,1,0,11,4,1,0,2,2,3,1,1,1,1,1,2018,"retiring","Voluntary","OTT",1
101529,2017,49,1,1212,"Corporate Functions",5,"Diploma",3,"Male",68,3,2,"Married",18859,18134,2,0,16,3,2,1,26,5,2,5,3,3,4,0,NA,NA,NA,"PHL",5
101530,2017,37,2,433,"Corporate Functions",3,"Doctorate",2,"Male",71,2,2,"Single",2696,13183,4,0,16,5,2,0,1,2,2,1,1,1,1,1,2018,"reallocation out of the area","Voluntary","VAN",1
101531,2017,39,1,1352,"Delivery",1,"Masters",3,"Female",80,2,1,"Single",13428,16213,1,1,13,3,2,1,15,3,2,5,4,2,4,0,NA,NA,NA,"NYC",3
101532,2017,30,1,436,"HR",19,"Doctorate",2,"Male",33,2,4,"Single",8580,24964,1,0,18,3,3,1,11,2,2,4,2,2,3,1,2021,"offered more money","Voluntary","VAN",3
101533,2017,51,1,812,"Delivery",5,"Bachelors",3,"Male",83,2,2,"Single",4860,17559,2,1,14,4,2,0,8,3,2,2,1,2,2,1,2019,"unhappy","Voluntary","NYC",2
101534,2017,52,1,588,"HR",8,"Doctorate",3,"Male",42,2,1,"Single",16742,17270,5,0,13,3,2,0,28,2,3,5,3,3,2,0,NA,NA,NA,"OTT",4
101535,2017,35,1,656,"Delivery",13,"Bachelors",3,"Male",96,3,3,"Married",6100,20388,3,1,13,5,2,1,9,1,1,3,1,2,3,1,2020,"retiring","Voluntary","PHL",2
101536,2017,26,2,534,"HR",23,"Bachelors",3,"Female",50,2,1,"Single",1284,11035,1,1,14,5,3,0,1,2,3,1,1,1,1,1,2018,"return to school","Voluntary","PHL",1
101537,2017,36,1,705,"Product",12,"Bachelors",1,"Male",81,3,2,"Single",4837,7819,6,0,13,1,1,1,8,2,2,1,1,1,1,1,2018,"poor work performance","Involuntary","TOR",2
101538,2017,50,1,886,"Product",8,"Masters",3,"Male",51,2,1,"Married",10555,3056,2,0,14,3,3,0,21,5,2,5,4,4,3,0,NA,NA,NA,"MKM",3
101539,2017,27,1,416,"Product",22,"Doctorate",2,"Male",69,2,2,"Single",2547,18314,4,1,15,3,2,0,5,2,4,1,1,1,1,1,2018,"offered more money","Voluntary","BOS",1
101540,2017,52,1,1031,"Marketing",1,"Masters",4,"Female",58,3,4,"Married",17355,6026,7,0,20,3,3,0,30,2,2,5,2,3,2,0,NA,NA,NA,"CAL",4
101541,2017,35,1,792,"Sales",14,"Doctorate",3,"Female",41,3,1,"Single",2761,8420,1,1,15,1,2,0,15,1,3,5,4,5,4,1,2022,"Layoffs","Involuntary","BOS",1
101542,2017,38,1,505,"Marketing",4,"Diploma",2,"Female",66,3,1,"Single",9432,9823,0,1,19,4,2,0,8,3,3,3,3,2,3,1,2020,"reallocation out of the area","Voluntary","NYC",2
101543,2017,37,1,1148,"Corporate Functions",7,"Doctorate",2,"Male",69,1,4,"Single",6592,19294,1,0,13,3,2,0,14,3,3,5,3,3,3,0,NA,NA,NA,"CAL",2
101544,2017,33,1,704,"Corporate Functions",1,"Masters",4,"Male",91,2,1,"Divorced",5357,25727,0,0,19,3,3,0,13,3,2,5,3,2,3,0,NA,NA,NA,"CAL",2
101545,2017,41,1,1095,"Corporate Functions",1,"Doctorate",1,"Male",94,2,3,"Married",5984,19476,8,1,11,3,1,0,8,0,1,2,2,1,2,1,2019,"retiring","Voluntary","BOS",2
101546,2017,38,1,1077,"Product",1,"Diploma",1,"Female",49,3,4,"Divorced",10087,6283,2,0,17,3,1,0,13,3,2,5,3,1,1,0,NA,NA,NA,"PHL",3
101547,2017,33,1,323,"Corporate Functions",25,"Diploma",2,"Male",87,2,1,"Married",4316,22022,3,0,14,5,2,0,6,3,3,2,1,1,1,1,2019,"career change","Voluntary","NYC",1
101548,2017,23,1,946,"Marketing",16,"Masters",3,"Male",57,2,1,"Married",2477,18617,1,1,16,3,2,1,1,2,3,1,1,1,1,1,2018,"long hours","Voluntary","NYC",1
101549,2017,33,1,899,"Delivery",9,"Bachelors",3,"Male",46,3,1,"Single",5342,25905,0,0,12,3,3,1,12,3,2,5,4,1,3,0,NA,NA,NA,"BOS",2
101550,2017,40,1,1256,"HR",1,"Doctorate",2,"Male",45,3,3,"Married",19322,8667,2,0,13,3,2,1,22,2,3,5,2,1,2,0,NA,NA,NA,"PHL",5
101551,2017,34,1,869,"Product",12,"Masters",2,"Male",47,3,1,"Divorced",5291,26058,0,0,11,3,3,0,14,2,2,5,4,1,3,0,NA,NA,NA,"BOS",2
101552,2017,39,1,1011,"HR",19,"Bachelors",1,"Male",72,1,2,"Married",5036,22311,4,0,16,3,2,1,11,2,2,1,1,1,1,1,2018,"offered more money","Voluntary","NYC",2
101553,2017,21,1,157,"Product",11,"Diploma",2,"Female",89,3,2,"Single",2714,25420,1,0,15,4,3,0,1,0,2,1,1,1,1,1,2018,"offered more money","Voluntary","OTT",1
101554,2017,29,1,890,"Corporate Functions",9,"Bachelors",4,"Female",90,1,1,"Single",2402,11498,5,1,19,4,3,0,3,4,2,1,1,1,1,1,2018,"medical issues","Voluntary","OTT",1
101555,2017,34,1,253,"Product",12,"Doctorate",2,"Male",62,2,3,"Married",5451,10421,1,0,18,3,1,0,12,2,2,5,3,2,4,0,NA,NA,NA,"NYC",2
101556,2017,47,1,775,"Delivery",5,"Diploma",2,"Male",95,2,2,"Married",10473,2433,3,0,20,3,3,1,22,2,3,5,3,3,2,0,NA,NA,NA,"CAL",3
101557,2017,24,1,514,"Product",3,"Diploma",1,"Female",57,2,3,"Married",5037,25642,5,0,12,5,2,0,4,2,3,2,1,1,1,1,2019,"career change","Voluntary","PHL",2
101558,2017,47,1,832,"HR",1,"Doctorate",1,"Male",84,2,3,"Single",5096,24577,3,0,20,3,3,0,20,2,2,5,4,3,2,0,NA,NA,NA,"PHL",2
101559,2017,47,1,897,"Sales",19,"Diploma",1,"Male",80,2,3,"Divorced",2501,10280,0,1,17,4,3,0,4,2,3,2,1,1,1,1,2019,"retiring","Voluntary","BOS",1
101560,2017,34,1,894,"Delivery",11,"Doctorate",3,"Female",36,3,3,"Single",4545,10396,3,0,23,3,1,0,12,2,4,4,3,2,3,1,2021,"offered more money","Voluntary","NYC",1
101561,2017,35,1,731,"HR",20,"Doctorate",2,"Male",64,2,2,"Divorced",8576,18214,2,0,12,5,1,1,9,2,3,1,1,1,1,1,2018,"offered more money","Voluntary","OTT",3
101562,2017,34,2,899,"Sales",16,"Masters",4,"Male",52,2,3,"Divorced",3064,19863,2,1,20,4,3,0,11,2,1,1,1,1,1,1,2018,"reallocation out of the area","Voluntary","BOS",1
101563,2017,43,1,969,"Product",5,"Diploma",1,"Male",38,2,2,"Single",2410,10328,5,1,15,3,2,1,12,1,3,3,1,1,2,1,2020,"medical issues","Voluntary","TOR",1
101564,2017,39,2,718,"Marketing",14,"Bachelors",2,"Male",41,2,2,"Married",2361,15541,8,1,15,3,3,1,6,3,3,1,1,1,1,1,2018,"return to school","Voluntary","VAN",1
101565,2017,52,1,1260,"Marketing",4,"Diploma",3,"Male",57,2,2,"Married",19088,10719,3,0,11,3,3,1,26,2,2,5,5,2,3,0,NA,NA,NA,"MKM",5
101566,2017,20,2,649,"Corporate Functions",1,"Doctorate",1,"Male",86,2,2,"Single",1922,9171,1,1,13,5,3,0,2,3,2,1,1,1,1,1,2018,"long hours","Voluntary","BOS",1
101567,2017,26,2,1436,"Delivery",16,"Diploma",1,"Male",45,2,2,"Married",2373,14197,1,1,13,5,3,0,4,2,2,2,1,1,1,1,2019,"unhappy","Voluntary","VAN",1
101568,2017,36,1,696,"HR",13,"Diploma",2,"Male",80,2,2,"Married",2400,14711,2,1,18,4,2,0,5,3,2,1,1,1,1,1,2018,"career change","Voluntary","OTT",1
101569,2017,33,1,1359,"Corporate Functions",10,"Bachelors",4,"Male",86,2,2,"Married",3935,12324,1,0,13,3,3,1,14,2,3,5,5,1,3,0,NA,NA,NA,"NYC",1
101570,2017,20,2,306,"HR",2,"Doctorate",2,"Male",45,2,3,"Single",1248,9233,1,1,21,4,2,0,1,2,2,1,1,1,1,1,2018,"offered more money","Voluntary","MKM",1
101571,2017,30,1,690,"Corporate Functions",15,"Diploma",1,"Female",74,1,3,"Single",4293,24775,3,0,11,4,3,0,4,2,2,1,1,1,1,1,2018,"medical issues","Voluntary","OTT",1
101572,2017,23,2,164,"Corporate Functions",17,"Doctorate",3,"Male",62,2,3,"Single",1974,13207,3,0,13,4,2,0,3,2,3,1,1,1,1,1,2018,"offered more money","Voluntary","MKM",1
101573,2017,26,1,630,"Sales",7,"Diploma",2,"Female",59,3,2,"Single",3269,17166,2,1,12,5,1,1,7,2,2,2,2,2,2,1,2019,"return to school","Voluntary","VAN",1
101574,2017,34,0,612,"Marketing",10,"Masters",2,"Male",74,2,3,"Divorced",8835,24554,0,0,18,3,2,1,14,2,2,5,3,1,3,0,NA,NA,NA,"CAL",2
101575,2017,40,1,1084,"Corporate Functions",2,"Doctorate",1,"Female",57,1,4,"Single",2778,17725,3,1,13,3,3,0,9,1,1,3,3,1,1,1,2020,"death","Voluntary","TOR",1
101576,2017,47,1,1255,"Sales",9,"Masters",3,"Female",47,2,3,"Divorced",19000,18216,2,0,16,3,1,0,24,4,3,5,3,2,3,0,NA,NA,NA,"OTT",5
101577,2017,35,1,1219,"Delivery",19,"Bachelors",1,"Female",67,3,3,"Married",5498,4915,6,0,12,3,1,0,8,3,2,2,1,1,2,1,2019,"career change","Voluntary","MKM",2
101578,2017,43,1,740,"Product",4,"Doctorate",1,"Male",72,2,3,"Married",19441,22309,7,0,13,3,4,0,21,1,3,5,4,2,4,0,NA,NA,NA,"NYC",5
101579,2017,25,2,439,"Sales",18,"Bachelors",4,"Female",68,1,2,"Married",1809,11553,2,1,13,4,3,0,1,2,3,1,1,1,1,1,2018,"long hours","Voluntary","CAL",1
101580,2017,40,1,1271,"Marketing",19,"Doctorate",1,"Female",77,2,1,"Single",6040,10465,7,0,16,5,2,0,12,2,2,1,1,1,1,1,2018,"medical issues","Voluntary","PHL",2
101581,2017,32,1,763,"Corporate Functions",4,"Bachelors",2,"Male",51,2,2,"Married",3955,9883,3,1,17,4,2,0,6,2,2,2,1,1,1,1,2019,"offered more money","Voluntary","PHL",1
101582,2017,41,1,250,"Sales",8,"Bachelors",4,"Female",60,3,3,"Married",6238,13320,7,0,14,3,3,0,14,3,3,5,2,1,3,0,NA,NA,NA,"OTT",2
101583,2017,22,1,869,"Corporate Functions",12,"Masters",3,"Male",51,2,3,"Divorced",2681,19313,1,1,18,4,2,1,1,3,3,1,1,1,1,1,2018,"return to school","Voluntary","PHL",1
101584,2017,39,1,467,"Sales",16,"Doctorate",2,"Male",58,3,1,"Married",16267,22286,3,0,15,3,3,1,18,1,3,5,2,3,4,0,NA,NA,NA,"TOR",4
101585,2017,29,2,1129,"Corporate Functions",4,"Masters",4,"Female",56,3,2,"Single",2376,8423,1,1,12,5,1,0,2,2,3,1,1,1,1,1,2018,"reallocation out of the area","Voluntary","CAL",1
101586,2017,43,1,252,"Delivery",7,"Diploma",2,"Male",56,1,3,"Married",19763,20034,1,0,20,3,2,1,22,2,3,5,4,2,3,0,NA,NA,NA,"TOR",5
101587,2017,36,1,359,"HR",21,"Bachelors",3,"Male",91,3,1,"Single",3560,21915,0,0,14,3,1,0,4,2,3,2,1,1,1,1,2019,"long hours","Voluntary","MKM",1
101588,2017,42,1,1268,"Delivery",9,"Doctorate",2,"Male",64,1,3,"Single",10359,24494,2,0,13,3,4,0,13,1,3,2,1,1,1,1,2019,"unhappy","Voluntary","CAL",2
101589,2017,50,1,275,"Sales",3,"Bachelors",4,"Male",69,1,3,"Married",18868,7272,4,0,13,3,3,0,22,4,3,5,2,2,3,0,NA,NA,NA,"OTT",5
101590,2017,56,1,1345,"HR",21,"Bachelors",3,"Male",86,2,2,"Married",10343,2814,4,0,17,3,4,0,21,3,3,5,4,3,3,0,NA,NA,NA,"CAL",3
101591,2017,43,1,1029,"HR",4,"Doctorate",2,"Male",75,2,1,"Married",2506,4122,4,1,18,4,3,0,6,2,1,1,1,1,1,1,2018,"medical issues","Voluntary","CAL",1
101592,2017,37,2,571,"Sales",1,"Bachelors",3,"Female",94,2,3,"Divorced",2571,11502,4,1,13,5,3,1,4,2,3,1,1,1,1,1,2018,"retiring","Voluntary","CAL",1
101593,2017,27,1,121,"Corporate Functions",6,"Bachelors",2,"Female",67,3,2,"Single",2499,25645,0,0,16,3,1,0,3,2,3,1,1,1,1,1,2018,"reallocation out of the area","Voluntary","MKM",1
101594,2017,40,1,835,"Sales",14,"Doctorate",3,"Male",83,3,3,"Married",16147,8001,4,0,19,3,3,0,18,3,3,5,4,1,3,0,NA,NA,NA,"VAN",4
101595,2017,34,1,607,"Delivery",6,"Diploma",2,"Female",54,2,3,"Married",4079,12107,1,0,12,3,3,1,15,4,3,5,4,1,4,0,NA,NA,NA,"PHL",2
101596,2017,33,1,514,"Delivery",3,"Diploma",1,"Female",41,3,1,"Single",2668,21599,6,1,19,3,1,0,12,2,3,3,3,1,3,1,2020,"medical issues","Voluntary","VAN",1
101597,2017,50,1,682,"HR",5,"Diploma",3,"Male",63,2,3,"Married",6178,26295,1,0,19,3,1,0,13,2,2,5,4,1,4,0,NA,NA,NA,"MKM",2
101598,2017,29,1,380,"Sales",22,"Doctorate",3,"Female",49,2,1,"Single",7508,11012,1,0,13,5,1,0,11,2,1,4,3,1,3,1,2021,"long hours","Voluntary","MKM",3
101599,2017,31,1,776,"Product",3,"Masters",1,"Male",97,1,1,"Married",2199,20589,3,1,18,5,1,0,3,3,2,1,1,1,1,1,2018,"long hours","Voluntary","TOR",1
101600,2017,34,1,804,"Delivery",5,"Bachelors",2,"Female",76,2,3,"Married",15434,3778,2,0,12,3,2,1,15,2,2,5,3,1,3,0,NA,NA,NA,"BOS",4
101601,2017,41,1,1237,"Sales",6,"Bachelors",3,"Female",77,3,1,"Married",13398,14922,7,0,14,3,1,1,17,2,3,5,3,2,3,0,NA,NA,NA,"TOR",3
101602,2017,36,1,716,"Marketing",13,"Doctorate",1,"Female",72,2,4,"Single",2786,17875,2,1,18,3,3,0,5,1,1,2,2,1,1,1,2019,"retiring","Voluntary","PHL",1
101603,2017,45,1,1102,"Delivery",18,"Bachelors",1,"Male",75,2,2,"Married",8727,12819,2,0,19,3,2,0,21,3,3,5,4,3,3,0,NA,NA,NA,"MKM",2
101604,2017,39,2,544,"Sales",14,"Bachelors",4,"Male",35,2,3,"Married",4347,15035,0,0,13,3,3,0,14,3,3,5,3,1,2,0,NA,NA,NA,"NYC",2
101605,2017,22,1,444,"Product",3,"Bachelors",2,"Female",46,2,2,"Married",1897,22091,1,0,12,4,3,0,1,3,2,1,1,1,1,1,2018,"long hours","Voluntary","OTT",1
101606,2017,41,1,474,"Sales",4,"Masters",3,"Male",91,3,1,"Divorced",2160,11026,1,0,12,4,3,2,5,2,2,2,1,1,1,1,2019,"unhappy","Voluntary","PHL",1
101607,2017,26,2,1121,"Sales",9,"Bachelors",3,"Female",39,2,1,"Single",5264,3068,5,1,17,3,2,0,6,2,2,2,2,1,1,1,2019,"reallocation out of the area","Voluntary","CAL",2
101608,2017,31,1,813,"HR",11,"Diploma",2,"Male",47,1,3,"Single",10139,24497,1,0,11,4,2,0,13,2,2,3,2,2,2,1,2020,"retiring","Voluntary","BOS",3
101609,2017,34,1,1350,"Sales",9,"Diploma",3,"Male",87,3,2,"Married",4013,12405,1,0,13,3,3,0,15,3,2,5,4,1,3,0,NA,NA,NA,"BOS",2
101610,2017,37,1,712,"Sales",2,"Diploma",3,"Male",40,3,3,"Married",9497,10078,0,0,15,3,2,1,13,3,2,5,3,2,3,0,NA,NA,NA,"NYC",3
101611,2017,26,1,1330,"Sales",21,"Doctorate",1,"Male",37,2,2,"Divorced",2379,19374,1,0,19,4,2,0,1,0,2,1,1,1,1,1,2018,"retiring","Voluntary","PHL",1
101612,2017,35,2,273,"Delivery",13,"Bachelors",4,"Male",43,2,3,"Married",4130,14555,1,0,12,3,3,0,12,2,3,5,2,1,2,0,NA,NA,NA,"MKM",1
101613,2017,28,2,989,"Product",1,"Masters",3,"Male",84,2,3,"Divorced",2073,19757,0,1,14,5,3,0,6,1,2,2,1,1,2,1,2019,"career change","Voluntary","NYC",1
101614,2017,32,1,360,"HR",12,"Doctorate",1,"Male",60,3,1,"Married",5190,26411,5,1,14,5,2,0,5,3,3,1,1,1,1,1,2018,"medical issues","Voluntary","CAL",1
101615,2017,39,2,730,"Corporate Functions",14,"Masters",1,"Male",65,3,2,"Married",9277,22363,5,0,14,5,1,0,11,2,2,2,1,1,1,1,2019,"career change","Voluntary","TOR",3
101616,2017,53,1,830,"HR",5,"Diploma",2,"Male",44,1,3,"Married",13827,25375,3,0,13,4,4,0,26,2,3,5,3,2,2,1,2022,"long hours","Voluntary","NYC",3
101617,2017,39,1,763,"Corporate Functions",2,"Doctorate",1,"Male",76,1,2,"Married",2454,3840,3,1,13,5,3,0,6,2,3,2,2,1,2,1,2019,"retiring","Voluntary","MKM",1
101618,2017,41,1,1216,"Sales",6,"Diploma",3,"Female",77,3,1,"Married",13405,14933,7,0,14,3,1,1,17,2,3,5,3,2,3,0,NA,NA,NA,"VAN",3
101619,2017,30,1,1075,"Sales",3,"Diploma",2,"Female",84,3,1,"Divorced",3002,16706,0,1,11,5,2,0,6,2,3,2,1,1,1,1,2019,"retiring","Voluntary","PHL",1
101620,2017,50,1,1303,"Sales",4,"Masters",1,"Male",39,3,3,"Single",2501,10373,8,1,11,3,3,2,16,2,3,4,1,1,3,1,2021,"offered more money","Voluntary","NYC",1
101621,2017,32,1,334,"HR",19,"Diploma",2,"Male",75,3,2,"Single",2085,13607,1,0,18,3,3,2,13,5,3,5,4,1,5,0,NA,NA,NA,"CAL",1
101622,2017,30,1,1124,"Delivery",12,"Bachelors",2,"Male",87,3,1,"Married",2192,3358,1,1,13,5,1,0,4,3,1,1,1,1,1,1,2018,"return to school","Voluntary","TOR",1
101623,2017,35,1,420,"Corporate Functions",9,"Diploma",2,"Female",58,2,3,"Married",11301,25934,0,0,11,3,4,0,15,2,3,5,4,3,3,0,NA,NA,NA,"PHL",3
101624,2017,32,2,964,"Marketing",2,"Diploma",2,"Male",88,2,2,"Single",2073,19927,1,0,14,3,3,0,6,1,1,2,1,1,2,1,2019,"medical issues","Voluntary","MKM",1
101625,2017,26,1,1336,"Delivery",21,"Bachelors",1,"Male",57,2,2,"Divorced",2855,19552,1,0,12,4,1,0,1,1,2,1,1,1,1,1,2018,"long hours","Voluntary","MKM",1
101626,2017,44,2,897,"Sales",7,"Diploma",2,"Male",59,2,1,"Single",9284,21532,9,1,18,5,3,0,12,2,2,4,4,3,2,1,2021,"retiring","Voluntary","CAL",3
101627,2017,47,1,692,"Marketing",8,"Doctorate",3,"Male",68,2,3,"Married",6093,26334,1,0,18,3,1,0,14,2,2,5,4,1,4,0,NA,NA,NA,"CAL",2
101628,2017,25,2,547,"Marketing",8,"Bachelors",2,"Female",69,3,1,"Single",3237,17110,2,1,11,3,2,0,6,2,2,1,1,1,1,1,2018,"career change","Voluntary","CAL",1
101629,2017,34,2,481,"Corporate Functions",1,"Bachelors",1,"Female",93,3,3,"Married",13435,15137,1,0,12,3,2,0,15,1,3,5,5,3,4,0,NA,NA,NA,"CAL",3
101630,2017,22,1,1299,"HR",7,"Doctorate",2,"Male",79,3,1,"Married",2411,15992,1,1,16,3,3,0,1,5,3,1,1,1,1,1,2018,"medical issues","Voluntary","MKM",1
101631,2017,46,1,1200,"HR",20,"Doctorate",3,"Male",64,3,3,"Single",3098,3205,1,0,12,3,2,2,16,2,3,5,3,1,3,0,NA,NA,NA,"BOS",1
101632,2017,44,1,831,"Marketing",14,"Diploma",3,"Male",76,3,3,"Single",19429,5066,1,0,11,3,3,0,24,2,3,5,4,3,3,0,NA,NA,NA,"NYC",5
101633,2017,50,1,670,"Corporate Functions",2,"Masters",3,"Male",46,3,2,"Single",16655,19972,5,0,15,3,2,0,31,1,2,5,3,3,3,0,NA,NA,NA,"VAN",4
101634,2017,37,0,591,"Marketing",9,"Bachelors",3,"Male",78,1,1,"Single",10498,4567,1,0,17,3,3,0,18,2,3,5,3,2,3,0,NA,NA,NA,"NYC",3
101635,2017,38,1,709,"Sales",2,"Bachelors",3,"Male",48,2,2,"Divorced",10257,19883,2,0,16,3,2,0,18,2,4,5,3,4,3,0,NA,NA,NA,"BOS",3
101636,2017,45,1,1307,"Delivery",3,"Doctorate",2,"Male",79,2,3,"Single",11118,22153,6,0,14,3,2,0,24,2,3,5,4,2,3,0,NA,NA,NA,"MKM",3
101637,2017,29,2,270,"Marketing",26,"Masters",2,"Male",46,2,1,"Single",6977,23431,3,1,17,3,3,0,9,4,2,3,2,1,2,1,2020,"unhappy","Voluntary","NYC",2
101638,2017,18,1,1286,"HR",4,"Masters",2,"Female",70,3,1,"Single",1928,8091,1,1,13,4,3,0,0,3,3,1,1,1,1,1,2018,"unhappy","Voluntary","NYC",1
101639,2017,38,0,608,"Marketing",8,"Doctorate",2,"Male",78,1,3,"Married",5274,15751,6,0,12,3,4,2,17,2,3,5,4,1,3,0,NA,NA,NA,"BOS",1
101640,2017,49,1,1057,"HR",2,"Diploma",3,"Male",56,2,1,"Single",14873,17839,4,1,11,3,1,1,25,2,1,5,2,1,2,0,NA,NA,NA,"PHL",4
101641,2017,45,1,164,"Product",8,"Doctorate",2,"Female",55,2,2,"Married",7635,23406,2,0,15,3,1,0,24,1,3,5,3,2,4,0,NA,NA,NA,"BOS",2
101642,2017,41,1,1036,"Product",6,"Doctorate",2,"Female",92,3,1,"Married",16791,5477,6,0,18,3,2,1,22,2,3,5,4,3,2,0,NA,NA,NA,"VAN",4
101643,2017,37,1,897,"HR",11,"Diploma",2,"Male",48,2,3,"Married",17201,20478,3,0,15,3,4,0,14,1,3,5,3,3,1,0,NA,NA,NA,"NYC",4
101644,2017,43,1,1025,"Sales",4,"Diploma",3,"Male",38,2,2,"Single",16045,17613,3,1,17,3,2,0,21,2,2,5,2,2,2,0,NA,NA,NA,"MKM",4
101645,2017,48,1,301,"Marketing",14,"Bachelors",4,"Female",32,3,2,"Married",17492,14128,1,0,14,3,3,0,23,3,3,5,2,3,2,0,NA,NA,NA,"BOS",4
101646,2017,18,1,495,"Delivery",2,"Doctorate",1,"Male",54,2,4,"Married",2446,18434,1,0,12,5,3,0,0,2,4,1,1,1,1,1,2018,"retiring","Voluntary","VAN",1
101647,2017,39,1,429,"HR",8,"Diploma",2,"Male",54,3,2,"Married",4544,3083,1,0,14,3,2,0,15,2,3,5,4,1,5,0,NA,NA,NA,"VAN",1
101648,2017,29,2,157,"Product",26,"Bachelors",2,"Male",37,2,3,"Single",7479,24260,1,1,20,4,3,2,9,3,2,4,2,1,3,1,2021,"unhappy","Voluntary","CAL",2
101649,2017,41,1,934,"Marketing",24,"Doctorate",2,"Male",68,3,2,"Divorced",1768,10469,1,0,16,3,4,0,2,3,3,1,1,1,1,1,2018,"return to school","Voluntary","CAL",1
101650,2017,45,1,407,"Delivery",2,"Doctorate",1,"Female",51,3,2,"Married",17470,15563,2,0,12,3,4,1,23,3,3,5,3,2,3,0,NA,NA,NA,"CAL",4
101651,2017,37,1,588,"Marketing",3,"Masters",1,"Male",47,2,2,"Divorced",10437,15183,4,0,11,1,3,0,16,2,1,5,1,4,3,1,2022,"Layoffs","Involuntary","BOS",3
101652,2017,40,2,579,"Sales",21,"Masters",3,"Female",67,2,3,"Married",6388,6108,1,0,12,4,1,2,8,5,3,3,2,1,1,1,2020,"career change","Voluntary","OTT",2
101653,2017,28,1,184,"Delivery",9,"Diploma",2,"Male",56,2,2,"Married",5554,26754,2,1,12,4,3,0,6,1,3,2,2,1,1,1,2019,"offered more money","Voluntary","CAL",2
101654,2017,35,2,610,"Sales",6,"Masters",1,"Male",83,3,1,"Single",4624,2260,1,0,16,3,3,1,16,1,1,5,3,2,5,0,NA,NA,NA,"MKM",1
101655,2017,43,1,516,"Sales",7,"Masters",2,"Male",73,2,4,"Married",18868,8821,3,0,14,3,2,2,23,2,2,5,2,3,2,0,NA,NA,NA,"CAL",5
101656,2017,45,1,1021,"Corporate Functions",12,"Doctorate",2,"Male",93,1,1,"Divorced",10623,19603,4,1,15,3,2,1,25,2,3,5,3,3,3,0,NA,NA,NA,"MKM",3
